file,province,field,value,count,pct
ODB_v3_ON_3,ON,source,City of Greater Sudbury,63902,3.769
ODB_v3_ON_3,ON,source,City of Barrie,63054,3.7189
ODB_v3_ON_3,ON,source,Government of Ontario,58054,3.424
ODB_v3_ON_3,ON,source,County of Huron,50785,2.9953
ODB_v3_ON_3,ON,source,County of Elgin,44554,2.6278
ODB_v3_ON_3,ON,source,Region of Waterloo,42840,2.5267
ODB_v3_ON_3,ON,source,City of Sarnia,40308,2.3774
ODB_v3_ON_3,ON,source,County of Essex,17701,1.044
ODB_v3_ON_3,ON,source,City of Waterloo,9008,0.5313
ODB_v3_ON_3,ON,source,Ville de Rouyn-Noranda,53,0.0031
ODB_v3_ON_3,ON,source,County of Lennox & Addington,32,0.0019
ODB_v3_ON_3,ON,source,City of Kitchener,18,0.0011
ODB_v3_ON_3,ON,source,Norfolk County,10,0.0006
ODB_v3_ON_3,ON,source,County of Frontenac,7,0.0004
ODB_v3_ON_3,ON,dataset,Automatically Extracted Buildings,585356,34.5244
ODB_v3_ON_3,ON,dataset,Building Footprints,180833,10.6656
ODB_v3_ON_3,ON,dataset,Building; Address Number,139910,8.2519
ODB_v3_ON_3,ON,dataset,Buildings,114798,6.7708
ODB_v3_ON_3,ON,dataset,Buildings; Addresses,100670,5.9375
ODB_v3_ON_3,ON,dataset,Building Footprint,80120,4.7255
ODB_v3_ON_3,ON,dataset,Building Feature Layer,65101,3.8397
ODB_v3_ON_3,ON,dataset,Address and Building Roofline,63902,3.769
ODB_v3_ON_3,ON,dataset,Building to Scale,57146,3.3705
ODB_v3_ON_3,ON,dataset,Building,50843,2.9987
ODB_v3_ON_3,ON,dataset,Building Feature Layer; Municipal Address Feature Layer,41050,2.4211
ODB_v3_ON_3,ON,dataset,BuildingFootprints,40427,2.3844
ODB_v3_ON_3,ON,dataset,Buildings; Address VW,36820,2.1716
ODB_v3_ON_3,ON,dataset,Building Footprints; Addresses,32903,1.9406
ODB_v3_ON_3,ON,dataset,Building Footprint; Addressing - Civic Addresses,29698,1.7516
ODB_v3_ON_3,ON,dataset,Buildings Open Data; Addresses Open Data,24749,1.4597
ODB_v3_ON_3,ON,dataset,Buildings Open Data,15559,0.9177
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Municipal 911 Address,10228,0.6032
ODB_v3_ON_3,ON,dataset,Building Outlines,8831,0.5209
ODB_v3_ON_3,ON,dataset,Building Footprints; Town of Tecumseh Address Points,8828,0.5207
ODB_v3_ON_3,ON,dataset,Buildings; Registered Two Unit Houses,2120,0.125
ODB_v3_ON_3,ON,dataset,Building Footprints; Elgin Address Points 2025,2074,0.1223
ODB_v3_ON_3,ON,dataset,Building to Scale; Ministry of Health service provider locations,894,0.0527
ODB_v3_ON_3,ON,dataset,Building Footprints; Heritage Sites,752,0.0444
ODB_v3_ON_3,ON,dataset,Building Footprints; Addresses; Food Inspection Facilities,216,0.0127
ODB_v3_ON_3,ON,dataset,Building Outlines; Addresses,142,0.0084
ODB_v3_ON_3,ON,dataset,Buildings; Address VW; Registered Two Unit Houses,128,0.0075
ODB_v3_ON_3,ON,dataset,Buildings; Facility Site Point,106,0.0063
ODB_v3_ON_3,ON,dataset,Buildings; Registered Two Unit Houses; Address VW,103,0.0061
ODB_v3_ON_3,ON,dataset,Buildings; Addresses; Schools,75,0.0044
ODB_v3_ON_3,ON,dataset,Buildings; Address VW; Facility Site Point,74,0.0044
ODB_v3_ON_3,ON,dataset,Building; Community Facilities,71,0.0042
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Places of Worship,70,0.0041
ODB_v3_ON_3,ON,dataset,Building; Childcare Facility,67,0.004
ODB_v3_ON_3,ON,dataset,Buildings; Schools,66,0.0039
ODB_v3_ON_3,ON,dataset,Building Footprints; Schools,66,0.0039
ODB_v3_ON_3,ON,dataset,Empreintes de bâtiments,53,0.0031
ODB_v3_ON_3,ON,dataset,Town Facilities,38,0.0022
ODB_v3_ON_3,ON,dataset,Building Footprint (Public View),30,0.0018
ODB_v3_ON_3,ON,dataset,Building; Fire Hall,27,0.0016
ODB_v3_ON_3,ON,dataset,Heritage Buildings,25,0.0015
ODB_v3_ON_3,ON,dataset,Park Structure,22,0.0013
ODB_v3_ON_3,ON,dataset,Building; Long Term Care Facility,20,0.0012
ODB_v3_ON_3,ON,dataset,Building; Community Facilities; Address Number,17,0.001
ODB_v3_ON_3,ON,dataset,Building; Address Number; Childcare Facility,17,0.001
ODB_v3_ON_3,ON,dataset,Buildings; Addresses; Emergency Services,16,0.0009
ODB_v3_ON_3,ON,dataset,Building; Library,16,0.0009
ODB_v3_ON_3,ON,dataset,Building; Municipal Administration Centre,14,0.0008
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Emergency Services,13,0.0008
ODB_v3_ON_3,ON,dataset,Automatically Extracted Buildings; Indigenous Community Infrastructure,13,0.0008
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Recreation,12,0.0007
ODB_v3_ON_3,ON,dataset,Building; Fire Hall; Address Number,12,0.0007
ODB_v3_ON_3,ON,dataset,Buildings; Addresses; Libraries,11,0.0006
ODB_v3_ON_3,ON,dataset,Automatically Extracted Buildings; Facilities - Point,11,0.0006
ODB_v3_ON_3,ON,dataset,Building Footprints; Libraries,10,0.0006
ODB_v3_ON_3,ON,dataset,Buildings; Emergency Services,9,0.0005
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Library,9,0.0005
ODB_v3_ON_3,ON,dataset,"Building to Scale; Fire, Aviation and Emergency Facility Point",9,0.0005
ODB_v3_ON_3,ON,dataset,Building Outlines; Schools,9,0.0005
ODB_v3_ON_3,ON,dataset,Building Footprints; Elgin Library,9,0.0005
ODB_v3_ON_3,ON,dataset,Water Facility,8,0.0005
ODB_v3_ON_3,ON,dataset,Building; Childcare Facility; Address Number,8,0.0005
ODB_v3_ON_3,ON,dataset,Building; Address Number; Community Facilities,8,0.0005
ODB_v3_ON_3,ON,dataset,Building; Address Number; Fire Hall,7,0.0004
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Municipal 911 Address; Places of Worship,6,0.0004
ODB_v3_ON_3,ON,dataset,Building; Paramedic Station; Address Number,6,0.0004
ODB_v3_ON_3,ON,dataset,Building; Address Number; Long Term Care Facility,6,0.0004
ODB_v3_ON_3,ON,dataset,Building Footprints; Fire Stations,6,0.0004
ODB_v3_ON_3,ON,dataset,Building Footprints; Addresses; Libraries,6,0.0004
ODB_v3_ON_3,ON,dataset,Heritage Buildings; Addresses,5,0.0003
ODB_v3_ON_3,ON,dataset,Buildings; Libraries,5,0.0003
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Schools,5,0.0003
ODB_v3_ON_3,ON,dataset,Building; Police Station,5,0.0003
ODB_v3_ON_3,ON,dataset,Building; Ontario Employment Services Centre,5,0.0003
ODB_v3_ON_3,ON,dataset,Building to Scale; Forest Processing Facility,5,0.0003
ODB_v3_ON_3,ON,dataset,Building Footprints; Town of Tecumseh Address Points; Schools,5,0.0003
ODB_v3_ON_3,ON,dataset,Building Footprints; Heritage Sites; Schools,5,0.0003
ODB_v3_ON_3,ON,dataset,Building Footprints; Food Inspection Facilities,5,0.0003
ODB_v3_ON_3,ON,dataset,Building Footprints; Community Centres,5,0.0003
ODB_v3_ON_3,ON,dataset,Building Footprints (Open Data View),5,0.0003
ODB_v3_ON_3,ON,dataset,"Automatically Extracted Buildings; Power Plants, 100 MW or more - North American Cooperation on Energy Information",5,0.0003
ODB_v3_ON_3,ON,dataset,Water Facility; Address VW,4,0.0002
ODB_v3_ON_3,ON,dataset,Buildings; Facility Site Point; Address VW,4,0.0002
ODB_v3_ON_3,ON,dataset,Buildings; Addresses; Hospitals,4,0.0002
ODB_v3_ON_3,ON,dataset,Building; Education Facility; Address Number,4,0.0002
ODB_v3_ON_3,ON,dataset,Building; Address Number; Police Station,4,0.0002
ODB_v3_ON_3,ON,dataset,Building; Address Number; Paramedic Station,4,0.0002
ODB_v3_ON_3,ON,dataset,Building; Address Number; Education Facility,4,0.0002
ODB_v3_ON_3,ON,dataset,Building Footprints; Town of Tecumseh Address Points; Places of Worship,4,0.0002
ODB_v3_ON_3,ON,dataset,Building Footprints; Police Stations,4,0.0002
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Municipal 911 Address; Entertainment,3,0.0002
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Library; Municipal 911 Address,3,0.0002
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Entertainment; Municipal 911 Address,3,0.0002
ODB_v3_ON_3,ON,dataset,Building; Service Ontario Centre; Address Number,3,0.0002
ODB_v3_ON_3,ON,dataset,Building; Museum And Archives,3,0.0002
ODB_v3_ON_3,ON,dataset,Building Outlines; Addresses; Schools,3,0.0002
ODB_v3_ON_3,ON,dataset,Building Outlines; Addresses; Points of Interest,3,0.0002
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Places of Worship; Municipal 911 Address,2,0.0001
ODB_v3_ON_3,ON,dataset,Building; Service Ontario Centre,2,0.0001
ODB_v3_ON_3,ON,dataset,Building; Police Station; Address Number,2,0.0001
ODB_v3_ON_3,ON,dataset,Building; Paramedic Station; Fire Hall,2,0.0001
ODB_v3_ON_3,ON,dataset,Building; Paramedic Station,2,0.0001
ODB_v3_ON_3,ON,dataset,Building; Education Facility; Childcare Facility,2,0.0001
ODB_v3_ON_3,ON,dataset,Building; Education Facility,2,0.0001
ODB_v3_ON_3,ON,dataset,Building; Address Number; Ontario Employment Services Centre,2,0.0001
ODB_v3_ON_3,ON,dataset,Building; Address Number; Museum And Archives,2,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Town of Tecumseh Address Points; Place of Worship,2,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Town of Tecumseh Address Points; Fire Stations,2,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Schools; Town of Tecumseh Address Points,2,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Schools; Heritage Sites,2,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Places of Worship; Town of Tecumseh Address Points,2,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Place of Worship,2,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Food Inspection Facilities; Addresses,2,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints (Open Data View); Civic Address Points (Open Data View),2,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprint (Public View); Civic Addresses (Public View),2,0.0001
ODB_v3_ON_3,ON,dataset,Automatically Extracted Buildings; National Railway Network - NRWN - GeoBase Series,2,0.0001
ODB_v3_ON_3,ON,dataset,Town Facilities; Town of Tecumseh Address Points,1,0.0001
ODB_v3_ON_3,ON,dataset,Heritage Buildings; Schools,1,0.0001
ODB_v3_ON_3,ON,dataset,Heritage Buildings; Points of Interest,1,0.0001
ODB_v3_ON_3,ON,dataset,Buildings; Schools; Addresses,1,0.0001
ODB_v3_ON_3,ON,dataset,Buildings; Registered Two Unit Houses; Facility Site Point,1,0.0001
ODB_v3_ON_3,ON,dataset,Buildings; Addresses; Historic Sites,1,0.0001
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Schools; Municipal 911 Address,1,0.0001
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Municipal 911 Address; Recreation,1,0.0001
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Municipal 911 Address; Library,1,0.0001
ODB_v3_ON_3,ON,dataset,BuildingFootprints; Entertainment,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Train Station,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Ontario Works Office; Address Number; Ontario Employment Services Centre,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Ontario Works Office; Address Number,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Ontario Works Office,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Municipal Administration Centre; Address Number,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Long Term Care Facility; Library,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Library; Address Number,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Innovation Centres; Address Number,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Hospital; Address Number,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Community Facilities; Address Number; Casino,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Casino; Address Number,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Address Number; Train Station,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Address Number; Service Canada Centre,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Address Number; Municipal Administration Centre; Police Station,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Address Number; Library,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Address Number; Hospital,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Address Number; Fire Hall; Community Facilities,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Address Number; Education Facility; Childcare Facility,1,0.0001
ODB_v3_ON_3,ON,dataset,Building; Address Number; Casino,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Outlines; Recreation Points; Points of Interest,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Outlines; Points of Interest,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Outlines; Places of Worship; Addresses,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Outlines; Places of Worship,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Outlines; Addresses; Places of Worship,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Outlines; Addresses; Older Adult Housing Directory,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Town of Tecumseh Address Points; Police Stations,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Town of Tecumseh Address Points; Places of Worship; Place of Worship,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Town of Tecumseh Address Points; Ambulance Stations,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Libraries; Schools,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Libraries; Heritage Sites,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Libraries; Community Centres,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Hospitals,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Heritage Sites; Libraries,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Heritage Sites; Hospitals,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Facilities - Point,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Elgin Library; Elgin Address Points 2025,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; County Libraries; Town of Tecumseh Address Points,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Community Centres; Heritage Sites,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Arenas,1,0.0001
ODB_v3_ON_3,ON,dataset,Building Footprints; Addresses; Food Inspection Facilities; Libraries,1,0.0001
ODB_v3_ON_3,ON,dataset,Automatically Extracted Buildings; Grain Elevators in Canada - 2024,1,0.0001
ODB_v3_ON_3,ON,type,..,1262195,74.4445
ODB_v3_ON_3,ON,type,General,209393,12.35
ODB_v3_ON_3,ON,type,Detached House,45730,2.6972
ODB_v3_ON_3,ON,type,Residential,38720,2.2837
ODB_v3_ON_3,ON,type,Single Family Dwelling,36021,2.1245
ODB_v3_ON_3,ON,type,General/Residential,15755,0.9292
ODB_v3_ON_3,ON,type,Farm,13712,0.8087
ODB_v3_ON_3,ON,type,Accessory,12163,0.7174
ODB_v3_ON_3,ON,type,Shed,9970,0.588
ODB_v3_ON_3,ON,type,Commercial,6970,0.4111
ODB_v3_ON_3,ON,type,Garage,3960,0.2336
ODB_v3_ON_3,ON,type,Industrial,3535,0.2085
ODB_v3_ON_3,ON,type,Semi-Detached,3440,0.2029
ODB_v3_ON_3,ON,type,Townhouse,2852,0.1682
ODB_v3_ON_3,ON,type,Multi-Family Dwelling,2409,0.1421
ODB_v3_ON_3,ON,type,Recreation,2392,0.1411
ODB_v3_ON_3,ON,type,Two Unit House,2352,0.1387
ODB_v3_ON_3,ON,type,LR,2186,0.1289
ODB_v3_ON_3,ON,type,Industrial Facility,1758,0.1037
ODB_v3_ON_3,ON,type,Duplex,1722,0.1016
ODB_v3_ON_3,ON,type,Seasonal Dwelling,1625,0.0958
ODB_v3_ON_3,ON,type,Government / Military,1122,0.0662
ODB_v3_ON_3,ON,type,Mobile Home,1075,0.0634
ODB_v3_ON_3,ON,type,Commercial or Retail Facility,954,0.0563
ODB_v3_ON_3,ON,type,Trailer,784,0.0462
ODB_v3_ON_3,ON,type,Apartment,666,0.0393
ODB_v3_ON_3,ON,type,Education,580,0.0342
ODB_v3_ON_3,ON,type,Accomodation,527,0.0311
ODB_v3_ON_3,ON,type,Fourplex,455,0.0268
ODB_v3_ON_3,ON,type,Triplex,446,0.0263
ODB_v3_ON_3,ON,type,ComB,434,0.0256
ODB_v3_ON_3,ON,type,Silo,431,0.0254
ODB_v3_ON_3,ON,type,Government,392,0.0231
ODB_v3_ON_3,ON,type,Cultural,381,0.0225
ODB_v3_ON_3,ON,type,Condominium,367,0.0216
ODB_v3_ON_3,ON,type,Detached House + SU,352,0.0208
ODB_v3_ON_3,ON,type,Other,342,0.0202
ODB_v3_ON_3,ON,type,Agricultural/Rural,331,0.0195
ODB_v3_ON_3,ON,type,Vacant,324,0.0191
ODB_v3_ON_3,ON,type,Institutional,287,0.0169
ODB_v3_ON_3,ON,type,Retail and Residence,276,0.0163
ODB_v3_ON_3,ON,type,Community Centre,268,0.0158
ODB_v3_ON_3,ON,type,Community Facility,263,0.0155
ODB_v3_ON_3,ON,type,Ba,246,0.0145
ODB_v3_ON_3,ON,type,School,223,0.0132
ODB_v3_ON_3,ON,type,Restaurant,202,0.0119
ODB_v3_ON_3,ON,type,Agricultural,175,0.0103
ODB_v3_ON_3,ON,type,Warehouse,167,0.0098
ODB_v3_ON_3,ON,type,Cabin,167,0.0098
ODB_v3_ON_3,ON,type,IndBuild,162,0.0096
ODB_v3_ON_3,ON,type,Barn,137,0.0081
ODB_v3_ON_3,ON,type,Infrastructure,133,0.0078
ODB_v3_ON_3,ON,type,ComFac,128,0.0075
ODB_v3_ON_3,ON,type,Religious,121,0.0071
ODB_v3_ON_3,ON,type,Restaurant / Eating Establishment,120,0.0071
ODB_v3_ON_3,ON,type,Cemetery,117,0.0069
ODB_v3_ON_3,ON,type,Greenhouse / Nursery,105,0.0062
ODB_v3_ON_3,ON,type,Utility,103,0.0061
ODB_v3_ON_3,ON,type,Sixplex,100,0.0059
ODB_v3_ON_3,ON,type,Golf Course,100,0.0059
ODB_v3_ON_3,ON,type,Airport,98,0.0058
ODB_v3_ON_3,ON,type,Church,89,0.0052
ODB_v3_ON_3,ON,type,Addition,89,0.0052
ODB_v3_ON_3,ON,type,Marina,84,0.005
ODB_v3_ON_3,ON,type,Baseball Facility,82,0.0048
ODB_v3_ON_3,ON,type,Elementary School,81,0.0048
ODB_v3_ON_3,ON,type,Medical,78,0.0046
ODB_v3_ON_3,ON,type,Recreational,76,0.0045
ODB_v3_ON_3,ON,type,Lakeshore Residential Building,76,0.0045
ODB_v3_ON_3,ON,type,Fiveplex,73,0.0043
ODB_v3_ON_3,ON,type,Greenhouse,71,0.0042
ODB_v3_ON_3,ON,type,Railroad Facility,68,0.004
ODB_v3_ON_3,ON,type,Pit/Quarry,67,0.004
ODB_v3_ON_3,ON,type,Dormitory,65,0.0038
ODB_v3_ON_3,ON,type,Résidentiel,53,0.0031
ODB_v3_ON_3,ON,type,Religious Facility,53,0.0031
ODB_v3_ON_3,ON,type,Single-Family Detached Home,50,0.0029
ODB_v3_ON_3,ON,type,General Recreation or Landmark Facility,49,0.0029
ODB_v3_ON_3,ON,type,Carport,47,0.0028
ODB_v3_ON_3,ON,type,Library,45,0.0027
ODB_v3_ON_3,ON,type,Fort,45,0.0027
ODB_v3_ON_3,ON,type,Energy Facility,43,0.0025
ODB_v3_ON_3,ON,type,Institutional Residence / Dorm / Barracks,42,0.0025
ODB_v3_ON_3,ON,type,Detached Garage,41,0.0024
ODB_v3_ON_3,ON,type,Granny Flat,38,0.0022
ODB_v3_ON_3,ON,type,Solar Facility,37,0.0022
ODB_v3_ON_3,ON,type,Municipal,37,0.0022
ODB_v3_ON_3,ON,type,Airport Facility,37,0.0022
ODB_v3_ON_3,ON,type,Gas Station,34,0.002
ODB_v3_ON_3,ON,type,Ski Hill,33,0.0019
ODB_v3_ON_3,ON,type,Shopping Mall / Complex,33,0.0019
ODB_v3_ON_3,ON,type,Nursing Home,33,0.0019
ODB_v3_ON_3,ON,type,OS,32,0.0019
ODB_v3_ON_3,ON,type,Model Home,30,0.0018
ODB_v3_ON_3,ON,type,Provincial Facility,28,0.0017
ODB_v3_ON_3,ON,type,UB,26,0.0015
ODB_v3_ON_3,ON,type,Motel,26,0.0015
ODB_v3_ON_3,ON,type,Health or Medical Facility,26,0.0015
ODB_v3_ON_3,ON,type,Detached Garage + SU,26,0.0015
ODB_v3_ON_3,ON,type,Place of Worship,24,0.0014
ODB_v3_ON_3,ON,type,Detached garage,23,0.0014
ODB_v3_ON_3,ON,type,D,23,0.0014
ODB_v3_ON_3,ON,type,Transportation Facility,22,0.0013
ODB_v3_ON_3,ON,type,Prefabricated,21,0.0012
ODB_v3_ON_3,ON,type,Grocery Store,21,0.0012
ODB_v3_ON_3,ON,type,FD,21,0.0012
ODB_v3_ON_3,ON,type,Semi-Detached + SU,20,0.0012
ODB_v3_ON_3,ON,type,University,19,0.0011
ODB_v3_ON_3,ON,type,Information or Communication Facility,19,0.0011
ODB_v3_ON_3,ON,type,High School,19,0.0011
ODB_v3_ON_3,ON,type,G,19,0.0011
ODB_v3_ON_3,ON,type,Bank,16,0.0009
ODB_v3_ON_3,ON,type,Fire Hall,15,0.0009
ODB_v3_ON_3,ON,type,Public Washroom: Seasonal,14,0.0008
ODB_v3_ON_3,ON,type,Education Facility,14,0.0008
ODB_v3_ON_3,ON,type,Warehourse (Retail / Wholesale),13,0.0008
ODB_v3_ON_3,ON,type,Supermarket,13,0.0008
ODB_v3_ON_3,ON,type,Nursing Home / Long Term Care,13,0.0008
ODB_v3_ON_3,ON,type,Maintenance Yard,13,0.0008
ODB_v3_ON_3,ON,type,General Hotel,13,0.0008
ODB_v3_ON_3,ON,type,Fire Services,13,0.0008
ODB_v3_ON_3,ON,type,Attached Garage,13,0.0008
ODB_v3_ON_3,ON,type,Well Pump House,12,0.0007
ODB_v3_ON_3,ON,type,Storage,12,0.0007
ODB_v3_ON_3,ON,type,Park: Municipal,12,0.0007
ODB_v3_ON_3,ON,type,Fire Station / EMS Station,12,0.0007
ODB_v3_ON_3,ON,type,Water Supply or Treatment Facility,11,0.0006
ODB_v3_ON_3,ON,type,Open Space,11,0.0006
ODB_v3_ON_3,ON,type,Lumber Mill / Saw Mill,11,0.0006
ODB_v3_ON_3,ON,type,Inn,11,0.0006
ODB_v3_ON_3,ON,type,House,11,0.0006
ODB_v3_ON_3,ON,type,Golf Course Facility,11,0.0006
ODB_v3_ON_3,ON,type,Emergency Response / Law Enforcement,11,0.0006
ODB_v3_ON_3,ON,type,Zoo,10,0.0006
ODB_v3_ON_3,ON,type,Picnic Area,10,0.0006
ODB_v3_ON_3,ON,type,Municipal Facility,10,0.0006
ODB_v3_ON_3,ON,type,Communication Tower,10,0.0006
ODB_v3_ON_3,ON,type,Childcare / Daycare Facility,10,0.0006
ODB_v3_ON_3,ON,type,Water Pumping Station,9,0.0005
ODB_v3_ON_3,ON,type,Washroom facility//Toilettes,9,0.0005
ODB_v3_ON_3,ON,type,Public Elementary School,9,0.0005
ODB_v3_ON_3,ON,type,Prison / Correctional Facility,9,0.0005
ODB_v3_ON_3,ON,type,Funeral Home,9,0.0005
ODB_v3_ON_3,ON,type,Federal Facility,9,0.0005
ODB_v3_ON_3,ON,type,Detached,9,0.0005
ODB_v3_ON_3,ON,type,Correctional Facility,9,0.0005
ODB_v3_ON_3,ON,type,Recycling Facility,8,0.0005
ODB_v3_ON_3,ON,type,Police Station,8,0.0005
ODB_v3_ON_3,ON,type,Petroleum / Oil / Lubricants Storage Tank,8,0.0005
ODB_v3_ON_3,ON,type,Historic Site / Point of Interest,8,0.0005
ODB_v3_ON_3,ON,type,College,8,0.0005
ODB_v3_ON_3,ON,type,Theatre / Opera,7,0.0004
ODB_v3_ON_3,ON,type,Private Elementary School,7,0.0004
ODB_v3_ON_3,ON,type,Pavilion,7,0.0004
ODB_v3_ON_3,ON,type,Hospital,7,0.0004
ODB_v3_ON_3,ON,type,Grain Elevator,7,0.0004
ODB_v3_ON_3,ON,type,Emergency Medical Services,7,0.0004
ODB_v3_ON_3,ON,type,Credit Union,7,0.0004
ODB_v3_ON_3,ON,type,Amusement / Water Park,7,0.0004
ODB_v3_ON_3,ON,type,Transit,6,0.0004
ODB_v3_ON_3,ON,type,Single-family semi-detached,6,0.0004
ODB_v3_ON_3,ON,type,Public Pool,6,0.0004
ODB_v3_ON_3,ON,type,arm,5,0.0003
ODB_v3_ON_3,ON,type,Veterinary Hospital / Clinic,5,0.0003
ODB_v3_ON_3,ON,type,Police Services,5,0.0003
ODB_v3_ON_3,ON,type,Pharmacy,5,0.0003
ODB_v3_ON_3,ON,type,Long Term Care,5,0.0003
ODB_v3_ON_3,ON,type,Developmental Building,5,0.0003
ODB_v3_ON_3,ON,type,Trucking Firm,4,0.0002
ODB_v3_ON_3,ON,type,Telephone Facility,4,0.0002
ODB_v3_ON_3,ON,type,Seniors Home,4,0.0002
ODB_v3_ON_3,ON,type,Retirement Home,4,0.0002
ODB_v3_ON_3,ON,type,Recreation Facility,4,0.0002
ODB_v3_ON_3,ON,type,Parking Lot Structure / Garage,4,0.0002
ODB_v3_ON_3,ON,type,Outpatient Clinic,4,0.0002
ODB_v3_ON_3,ON,type,Mining Operations,4,0.0002
ODB_v3_ON_3,ON,type,Ice Arena,4,0.0002
ODB_v3_ON_3,ON,type,Hotel,4,0.0002
ODB_v3_ON_3,ON,type,Hospital / Medical Centre,4,0.0002
ODB_v3_ON_3,ON,type,Fire Management Headquarters,4,0.0002
ODB_v3_ON_3,ON,type,Chemical Facility,4,0.0002
ODB_v3_ON_3,ON,type,Sports Arena / Stadium,3,0.0002
ODB_v3_ON_3,ON,type,Single Family Semi-Detached Home,3,0.0002
ODB_v3_ON_3,ON,type,Seaplane Anchorage / Aerodrome,3,0.0002
ODB_v3_ON_3,ON,type,Paper / Pulp Mill,3,0.0002
ODB_v3_ON_3,ON,type,Museum,3,0.0002
ODB_v3_ON_3,ON,type,Manufacturing Facility,3,0.0002
ODB_v3_ON_3,ON,type,Hotel / Motel,3,0.0002
ODB_v3_ON_3,ON,type,General Residential,3,0.0002
ODB_v3_ON_3,ON,type,Genearl,3,0.0002
ODB_v3_ON_3,ON,type,Future Development Building,3,0.0002
ODB_v3_ON_3,ON,type,Frm,3,0.0002
ODB_v3_ON_3,ON,type,Detatched Garage,3,0.0002
ODB_v3_ON_3,ON,type,Bus Station / Dispatch Facility,3,0.0002
ODB_v3_ON_3,ON,type,Bank of Canada,3,0.0002
ODB_v3_ON_3,ON,type,Transportation,2,0.0001
ODB_v3_ON_3,ON,type,Single-Family Home,2,0.0001
ODB_v3_ON_3,ON,type,Single / Semi / Duplex,2,0.0001
ODB_v3_ON_3,ON,type,Sawmill - Medium,2,0.0001
ODB_v3_ON_3,ON,type,S,2,0.0001
ODB_v3_ON_3,ON,type,Repair Garage,2,0.0001
ODB_v3_ON_3,ON,type,Railroad Station,2,0.0001
ODB_v3_ON_3,ON,type,Public Health Office,2,0.0001
